candidate_id,age,gender,height_cm,weight_kg,matric_percentage,inter_percentage,cgpa,physical_fitness_score,medical_status,marital_status,city,computer_skills,leadership_score,communication_score,branch_preference,eligibility_status
PN-15081,16,Male,172.5,77.6,62.07,65.69,0.0,65,Fit,Single,Peshawar,Beginner,60,78,Marine Engineering,Eligible
PN-17377,21,Male,169.3,62.7,52.48,48.15,1.65,69,Fit,Married,Islamabad,Intermediate,59,58,Marine Engineering,Not Eligible
PN-15483,22,Male,160.0,83.2,47.41,63.51,2.64,75,Unfit,Single,Multan,Advanced,60,66,Marine Engineering,Not Eligible
PN-15585,23,Male,167.6,50.5,54.15,69.62,0.0,39,Unfit,Single,Lahore,Intermediate,69,63,Combat,Not Eligible
PN-17976,22,Male,168.9,70.3,59.65,63.23,0.0,40,Fit,Married,Hyderabad,Intermediate,56,59,Logistics,Not Eligible
PN-12857,24,Female,159.8,67.3,80.85,73.56,0.0,59,Fit,Single,Rawalpindi,Advanced,59,74,Marine Engineering,Eligible
PN-11862,16,Male,168.1,67.6,67.64,68.11,2.62,64,Fit,Married,Islamabad,Intermediate,64,72,IT & Cyber,Eligible
PN-12660,17,Male,161.5,73.1,76.04,79.61,3.11,84,Fit,Single,Quetta,Advanced,56,64,Combat,Eligible
PN-13385,18,Female,162.6,63.3,85.96,79.61,3.96,48,Fit,Married,Lahore,Beginner,53,55,Medical Corps,Not Eligible
PN-18046,23,Female,164.7,69.6,67.84,77.52,0.0,75,Fit,Married,Lahore,Beginner,55,64,Naval Aviation,Eligible
PN-18306,18,Male,174.8,67.0,67.32,68.18,2.74,32,Fit,Single,Lahore,Intermediate,57,45,Marine Engineering,Not Eligible
PN-15811,16,Female,157.7,50.3,64.51,61.33,2.23,66,Fit,Single,Quetta,Beginner,60,56,Logistics,Eligible
PN-16124,22,Female,156.0,61.8,52.65,72.92,0.0,51,Unfit,Married,Karachi,Beginner,37,37,Marine Engineering,Not Eligible
PN-14734,23,Male,167.2,90.3,69.14,70.57,0.0,64,Unfit,Married,Gujranwala,Beginner,46,50,Naval Aviation,Not Eligible
PN-13332,23,Male,167.3,68.2,65.42,70.32,2.39,99,Fit,Single,Rawalpindi,Intermediate,71,75,Medical Corps,Eligible
PN-17169,23,Male,169.8,71.1,49.38,55.37,0.0,93,Fit,Single,Lahore,Intermediate,51,49,Naval Aviation,Not Eligible
PN-16607,21,Male,175.3,71.7,61.17,76.85,2.94,66,Fit,Single,Karachi,Advanced,53,66,IT & Cyber,Eligible
PN-16909,18,Female,151.4,59.4,54.72,58.02,0.0,58,Unfit,Single,Karachi,Advanced,46,44,Medical Corps,Not Eligible
PN-12097,22,Male,177.7,76.1,72.17,60.15,0.0,52,Fit,Single,Rawalpindi,Intermediate,37,72,IT & Cyber,Not Eligible
PN-12004,24,Female,169.4,53.0,56.98,80.81,0.0,79,Fit,Single,Rawalpindi,Advanced,50,59,Naval Aviation,Eligible
PN-15970,25,Female,150.1,47.0,66.49,61.49,0.0,93,Fit,Single,Karachi,Intermediate,42,44,Combat,Eligible
PN-15018,19,Male,168.4,61.5,52.73,68.52,0.0,59,Fit,Single,Islamabad,Advanced,40,46,Combat,Not Eligible
PN-10547,17,Male,169.0,65.2,52.23,67.72,0.0,83,Fit,Married,Rawalpindi,Intermediate,74,65,Medical Corps,Eligible
PN-11450,19,Male,174.4,58.2,53.21,52.93,2.43,42,Fit,Single,Faisalabad,Intermediate,36,54,Combat,Not Eligible
PN-16089,32,Female,160.3,74.8,53.07,51.2,0.0,78,Fit,Single,Karachi,Advanced,72,60,IT & Cyber,Not Eligible
PN-12611,17,Female,149.5,57.8,44.33,67.5,0.0,46,Unfit,Single,Karachi,Beginner,53,72,Marine Engineering,Not Eligible
PN-11901,24,Male,176.4,67.9,68.38,65.5,0.0,78,Fit,Married,Lahore,Intermediate,71,79,Logistics,Eligible
PN-18401,24,Female,155.5,56.4,59.94,47.17,1.52,89,Fit,Single,Karachi,Beginner,35,46,IT & Cyber,Not Eligible
PN-12758,29,Male,182.2,66.2,85.54,79.9,0.0,67,Unfit,Single,Karachi,Intermediate,60,62,Naval Aviation,Not Eligible
PN-11886,20,Male,170.3,67.9,65.93,61.39,0.0,71,Fit,Married,Karachi,Intermediate,77,69,IT & Cyber,Eligible
PN-18347,17,Male,168.8,70.2,53.27,63.45,2.85,84,Fit,Married,Multan,Intermediate,42,63,Marine Engineering,Eligible
PN-18195,17,Male,161.6,70.1,38.04,61.84,2.21,90,Fit,Single,Lahore,Intermediate,43,60,Combat,Not Eligible
PN-12098,24,Female,156.5,67.6,56.64,69.66,2.81,47,Unfit,Single,Peshawar,Beginner,40,42,Naval Aviation,Not Eligible
PN-17617,19,Male,169.8,64.2,72.92,63.87,2.42,55,Fit,Married,Islamabad,Intermediate,74,84,IT & Cyber,Eligible
PN-17871,23,Female,162.3,62.6,63.99,71.25,0.0,55,Fit,Single,Islamabad,Beginner,58,50,Combat,Not Eligible
PN-10837,17,Male,172.4,67.6,70.55,78.11,3.62,63,Fit,Single,Hyderabad,Beginner,68,62,IT & Cyber,Eligible
PN-13472,24,Male,169.8,66.9,75.43,65.33,0.0,74,Fit,Married,Karachi,Advanced,59,73,Naval Aviation,Eligible
PN-14698,19,Male,171.9,64.8,38.34,52.79,1.88,61,Unfit,Single,Lahore,Beginner,77,63,Marine Engineering,Not Eligible
PN-16975,31,Female,159.8,66.2,50.53,44.76,0.0,35,Unfit,Married,Quetta,Advanced,64,56,Logistics,Not Eligible
PN-12172,17,Male,169.4,81.7,64.59,60.68,0.0,67,Fit,Single,Karachi,Intermediate,69,65,Medical Corps,Eligible
PN-17526,16,Male,175.7,80.1,33.0,36.77,1.5,72,Fit,Married,Hyderabad,Beginner,47,70,Medical Corps,Not Eligible
PN-17457,19,Female,163.5,56.6,69.34,73.34,0.0,59,Unfit,Married,Rawalpindi,Advanced,69,72,Combat,Not Eligible
PN-10399,23,Male,184.6,69.5,49.61,72.61,3.45,69,Unfit,Single,Islamabad,Beginner,77,58,Marine Engineering,Not Eligible
PN-12011,18,Male,170.6,68.8,57.0,50.19,1.97,41,Unfit,Single,Islamabad,Intermediate,49,67,Medical Corps,Not Eligible
PN-15167,25,Male,166.0,72.4,68.54,70.0,2.89,70,Fit,Single,Rawalpindi,Intermediate,43,51,Marine Engineering,Eligible
PN-18319,25,Male,166.6,89.6,58.69,54.15,2.11,75,Unfit,Single,Multan,Advanced,59,60,Marine Engineering,Not Eligible
PN-11284,20,Male,174.5,72.4,66.37,61.29,0.0,72,Fit,Single,Karachi,Beginner,58,51,Medical Corps,Eligible
PN-17256,27,Female,158.9,59.0,75.81,67.45,2.82,49,Fit,Single,Rawalpindi,Intermediate,74,66,IT & Cyber,Not Eligible
PN-16422,19,Male,166.3,76.2,73.06,83.47,3.58,47,Fit,Single,Lahore,Beginner,59,50,Combat,Not Eligible
PN-14257,22,Male,170.4,59.6,67.06,92.13,0.0,66,Fit,Single,Quetta,Intermediate,58,46,Combat,Eligible
PN-11837,22,Male,185.9,59.4,63.69,80.51,0.0,74,Fit,Single,Karachi,Intermediate,66,65,Marine Engineering,Eligible
PN-18059,18,Female,154.2,49.8,66.18,66.35,0.0,56,Fit,Single,Quetta,Intermediate,52,62,Medical Corps,Not Eligible
PN-11020,23,Male,161.9,69.3,72.92,60.58,0.0,59,Fit,Single,Islamabad,Intermediate,50,55,IT & Cyber,Not Eligible
PN-16353,21,Male,171.3,62.2,63.82,77.1,2.81,58,Fit,Single,Quetta,Intermediate,38,65,Combat,Eligible
PN-11327,20,Male,175.4,65.3,61.4,68.74,2.77,79,Fit,Single,Karachi,Advanced,61,50,Naval Aviation,Eligible
PN-15636,18,Female,154.7,55.9,63.48,64.93,2.19,67,Fit,Single,Peshawar,Intermediate,59,48,Medical Corps,Eligible
PN-10476,21,Male,169.5,65.9,57.28,69.86,0.0,75,Fit,Married,Rawalpindi,Intermediate,59,50,Combat,Eligible
PN-12811,22,Female,157.0,58.3,67.97,87.27,3.36,22,Unfit,Single,Islamabad,Beginner,76,77,IT & Cyber,Not Eligible
PN-16596,23,Female,164.1,59.2,52.37,44.21,0.0,62,Fit,Single,Quetta,Intermediate,68,77,Marine Engineering,Not Eligible
PN-11652,23,Male,171.1,73.7,49.24,44.27,0.0,80,Fit,Single,Islamabad,Advanced,90,62,Marine Engineering,Not Eligible
PN-18133,19,Male,180.5,70.6,76.99,76.56,3.03,69,Fit,Married,Islamabad,Beginner,52,51,Marine Engineering,Eligible
PN-17770,19,Male,162.3,71.4,52.37,60.0,0.0,54,Fit,Married,Karachi,Advanced,75,61,Combat,Not Eligible
PN-12529,21,Male,175.4,73.2,88.52,79.75,0.0,59,Fit,Single,Karachi,Advanced,58,57,Logistics,Eligible
PN-11207,22,Male,184.1,72.3,51.8,49.02,1.97,44,Fit,Married,Hyderabad,Intermediate,68,44,Naval Aviation,Not Eligible
PN-16121,17,Male,178.3,84.3,72.18,56.87,2.33,59,Unfit,Single,Islamabad,Intermediate,55,53,Combat,Not Eligible
PN-17764,23,Male,165.4,75.1,72.34,49.26,1.5,70,Fit,Single,Karachi,Intermediate,67,54,Combat,Not Eligible
PN-16754,16,Female,157.5,58.8,55.3,61.88,0.0,73,Fit,Single,Karachi,Intermediate,72,70,Naval Aviation,Eligible
PN-15539,25,Male,169.5,69.5,47.53,52.54,0.0,49,Fit,Single,Lahore,Intermediate,65,76,Combat,Not Eligible
PN-10868,25,Male,166.6,59.8,95.44,90.56,3.62,63,Fit,Married,Lahore,Intermediate,50,80,Combat,Eligible
PN-12975,25,Male,171.3,59.1,49.68,58.31,2.54,77,Unfit,Single,Islamabad,Beginner,79,69,Medical Corps,Not Eligible
PN-17822,17,Female,158.6,60.8,53.03,62.53,2.67,54,Fit,Married,Multan,Advanced,72,68,Combat,Eligible
PN-15094,25,Female,155.9,51.1,62.14,57.58,0.0,84,Fit,Single,Hyderabad,Advanced,78,70,IT & Cyber,Eligible
PN-15434,24,Male,172.7,60.3,59.58,66.15,2.54,42,Fit,Single,Karachi,Intermediate,60,79,Marine Engineering,Not Eligible
PN-10542,16,Male,185.6,72.0,88.33,67.97,2.62,51,Fit,Single,Faisalabad,Advanced,61,70,Combat,Eligible
PN-15196,19,Female,163.1,62.9,61.71,58.77,0.0,55,Fit,Single,Lahore,Intermediate,64,58,Naval Aviation,Not Eligible
PN-11133,22,Female,165.7,46.5,70.31,73.57,3.39,34,Unfit,Married,Faisalabad,Intermediate,52,57,Medical Corps,Not Eligible
PN-18361,18,Male,183.8,72.6,89.54,83.82,0.0,81,Fit,Single,Faisalabad,Advanced,71,85,Naval Aviation,Eligible
PN-16917,24,Male,182.0,88.7,57.8,45.86,2.05,65,Fit,Single,Islamabad,Advanced,65,77,Naval Aviation,Not Eligible
PN-13391,20,Male,174.1,84.8,91.75,100.0,4.0,54,Unfit,Single,Karachi,Advanced,62,52,Marine Engineering,Not Eligible
PN-16316,18,Male,169.3,72.9,54.0,52.41,2.03,31,Fit,Single,Lahore,Beginner,50,57,IT & Cyber,Not Eligible
PN-12963,20,Male,171.2,55.8,71.47,79.63,0.0,69,Unfit,Single,Lahore,Advanced,59,79,Logistics,Not Eligible
PN-14156,20,Male,170.9,62.4,75.42,63.09,2.22,77,Unfit,Single,Rawalpindi,Intermediate,38,63,Naval Aviation,Not Eligible
PN-13260,20,Female,155.7,57.2,84.95,63.61,2.09,53,Fit,Single,Lahore,Intermediate,72,46,Combat,Eligible
PN-15698,16,Male,170.2,74.9,62.48,60.91,0.0,58,Fit,Single,Karachi,Beginner,38,39,Logistics,Not Eligible
PN-18445,22,Female,154.9,48.6,74.01,58.05,0.0,94,Fit,Single,Karachi,Advanced,39,59,Combat,Eligible
PN-12584,24,Male,159.5,56.8,52.11,38.43,1.64,53,Fit,Single,Islamabad,Intermediate,59,58,Combat,Not Eligible
PN-12814,21,Male,177.7,76.5,57.41,44.51,1.5,64,Fit,Single,Rawalpindi,Intermediate,59,75,Marine Engineering,Not Eligible
PN-16808,19,Female,149.6,42.0,58.35,63.26,2.66,95,Fit,Single,Lahore,Intermediate,62,59,Logistics,Eligible
PN-18143,23,Male,170.7,68.1,68.03,53.82,0.0,56,Unfit,Married,Islamabad,Intermediate,71,76,IT & Cyber,Not Eligible
PN-15175,16,Male,167.1,77.4,75.75,78.94,2.8,57,Fit,Single,Lahore,Beginner,78,69,Logistics,Eligible
PN-16411,17,Female,161.7,53.2,69.55,50.21,0.0,57,Fit,Single,Lahore,Intermediate,47,48,Medical Corps,Not Eligible
PN-13587,19,Male,175.9,62.4,81.51,78.74,2.93,61,Fit,Single,Rawalpindi,Beginner,48,58,IT & Cyber,Eligible
PN-18186,25,Female,153.0,60.6,75.82,71.99,3.26,55,Fit,Single,Karachi,Intermediate,52,51,Naval Aviation,Eligible
PN-15744,21,Female,153.8,67.3,49.08,66.92,2.77,56,Fit,Married,Lahore,Intermediate,42,60,Logistics,Not Eligible
PN-17453,20,Female,162.9,60.7,70.02,71.38,0.0,76,Fit,Single,Karachi,Beginner,61,63,IT & Cyber,Eligible
PN-12631,20,Male,176.4,65.7,77.17,78.62,3.65,72,Fit,Single,Faisalabad,Beginner,78,68,Combat,Eligible
PN-17019,17,Male,171.1,73.9,61.06,87.79,0.0,70,Unfit,Single,Islamabad,Advanced,71,53,IT & Cyber,Not Eligible
PN-18207,23,Female,160.8,52.0,38.45,49.51,0.0,44,Fit,Single,Multan,Intermediate,72,64,IT & Cyber,Not Eligible
PN-15037,28,Male,176.9,65.2,81.94,81.63,3.3,55,Unfit,Single,Gujranwala,Advanced,50,47,Naval Aviation,Not Eligible
PN-11081,17,Male,167.1,59.5,65.15,82.64,3.02,29,Fit,Married,Islamabad,Beginner,62,61,Logistics,Not Eligible
PN-14284,29,Female,163.4,57.3,76.66,58.07,2.21,73,Fit,Single,Rawalpindi,Intermediate,75,58,Naval Aviation,Not Eligible
PN-12086,25,Male,184.3,70.0,71.08,49.56,2.26,60,Unfit,Single,Quetta,Intermediate,59,64,Marine Engineering,Not Eligible
PN-12453,21,Female,157.1,42.0,92.41,89.0,0.0,75,Fit,Married,Islamabad,Advanced,37,40,Naval Aviation,Eligible
PN-14967,31,Male,183.0,85.1,72.79,58.26,2.32,62,Unfit,Married,Karachi,Intermediate,50,56,Medical Corps,Not Eligible
PN-12024,17,Male,177.9,69.8,58.99,49.04,0.0,66,Fit,Married,Faisalabad,Beginner,49,47,IT & Cyber,Not Eligible
PN-18206,20,Male,173.8,83.6,71.08,51.07,2.15,53,Fit,Single,Peshawar,Advanced,58,48,IT & Cyber,Eligible
PN-16746,25,Male,173.2,67.0,71.73,88.39,3.21,73,Fit,Single,Rawalpindi,Beginner,54,64,Medical Corps,Eligible
PN-10227,19,Female,158.6,54.5,68.22,59.14,2.13,48,Fit,Single,Karachi,Intermediate,69,73,IT & Cyber,Not Eligible
PN-11014,23,Male,178.8,81.3,52.54,67.15,2.8,61,Fit,Married,Faisalabad,Intermediate,48,64,Logistics,Eligible
PN-11930,25,Female,156.7,55.0,91.39,67.86,3.09,57,Fit,Single,Quetta,Advanced,55,55,Medical Corps,Eligible
PN-16195,25,Male,172.1,63.4,69.22,74.41,3.21,57,Unfit,Single,Hyderabad,Intermediate,69,61,Naval Aviation,Not Eligible
PN-15252,17,Male,178.0,62.2,64.2,71.22,0.0,60,Fit,Single,Multan,Intermediate,35,45,Combat,Not Eligible
PN-11405,17,Male,170.3,63.4,74.74,66.28,2.54,51,Fit,Single,Multan,Intermediate,71,68,Combat,Eligible
PN-12180,31,Male,173.3,64.1,90.08,68.57,2.24,73,Unfit,Single,Quetta,Beginner,53,56,Combat,Not Eligible
PN-10698,18,Male,166.6,68.9,56.48,48.24,1.51,68,Fit,Single,Lahore,Beginner,61,61,Medical Corps,Not Eligible
PN-11125,21,Male,155.0,65.4,47.68,49.23,0.0,81,Fit,Married,Peshawar,Intermediate,72,53,Combat,Not Eligible
PN-13896,25,Male,180.6,61.2,48.93,56.3,0.0,81,Fit,Married,Karachi,Intermediate,72,66,Medical Corps,Not Eligible
PN-15925,17,Female,156.0,48.7,73.09,66.55,0.0,68,Fit,Single,Islamabad,Beginner,58,58,Medical Corps,Eligible
PN-15111,24,Male,171.9,71.0,45.68,54.63,1.81,69,Fit,Single,Lahore,Intermediate,48,72,Medical Corps,Not Eligible
PN-11779,20,Male,167.5,54.3,51.72,78.99,0.0,70,Fit,Single,Rawalpindi,Advanced,63,49,Logistics,Eligible
PN-15604,20,Male,175.0,76.6,63.23,56.45,2.23,84,Fit,Single,Rawalpindi,Beginner,51,55,Medical Corps,Eligible
PN-12635,20,Male,171.9,69.0,71.58,59.28,2.81,63,Fit,Single,Quetta,Intermediate,68,57,Combat,Eligible
PN-13490,24,Male,175.5,57.9,78.53,61.39,0.0,19,Unfit,Single,Islamabad,Beginner,66,74,IT & Cyber,Not Eligible
PN-11038,19,Female,162.6,48.8,61.51,68.49,2.56,69,Fit,Single,Islamabad,Beginner,57,64,Marine Engineering,Eligible
PN-12257,20,Male,173.0,77.3,63.8,44.09,1.57,67,Fit,Single,Lahore,Advanced,44,51,Naval Aviation,Not Eligible
PN-15881,17,Female,157.4,70.8,79.1,66.03,2.64,75,Unfit,Single,Karachi,Beginner,50,39,Combat,Not Eligible
PN-12614,21,Male,177.7,53.6,57.17,56.3,2.44,67,Unfit,Single,Islamabad,Intermediate,61,58,Combat,Not Eligible
PN-10314,23,Male,180.1,76.8,69.03,85.75,0.0,62,Unfit,Single,Lahore,Beginner,61,61,Marine Engineering,Not Eligible
PN-12650,17,Male,165.2,82.9,53.84,47.03,1.8,96,Unfit,Single,Peshawar,Beginner,70,52,Naval Aviation,Not Eligible
PN-12282,21,Male,171.1,76.0,62.3,59.8,0.0,89,Fit,Single,Peshawar,Advanced,67,70,Naval Aviation,Eligible
PN-16295,19,Male,181.8,67.9,41.03,56.49,1.94,75,Unfit,Married,Karachi,Beginner,62,71,Combat,Not Eligible
PN-12548,16,Male,178.8,80.0,38.48,48.39,2.28,48,Fit,Married,Karachi,Intermediate,46,69,Combat,Not Eligible
PN-17886,22,Male,165.3,77.2,70.81,82.69,0.0,55,Fit,Single,Faisalabad,Intermediate,55,68,Logistics,Eligible
PN-15133,31,Male,181.5,89.0,83.03,90.22,0.0,49,Unfit,Married,Quetta,Intermediate,52,51,Naval Aviation,Not Eligible
PN-12160,19,Female,146.7,55.6,52.24,62.33,0.0,71,Fit,Single,Lahore,Intermediate,29,35,Marine Engineering,Not Eligible
PN-13138,19,Male,173.5,66.7,53.02,69.12,2.6,55,Fit,Single,Lahore,Beginner,60,78,Combat,Eligible
PN-17285,25,Male,175.0,75.2,71.74,52.91,1.88,68,Unfit,Single,Karachi,Intermediate,60,67,Naval Aviation,Not Eligible
PN-13968,16,Male,164.6,56.5,77.08,59.35,0.0,47,Fit,Single,Hyderabad,Advanced,57,49,Naval Aviation,Not Eligible
PN-11429,16,Male,168.1,77.6,67.81,60.77,2.24,58,Unfit,Single,Islamabad,Beginner,38,50,Medical Corps,Not Eligible
PN-16415,25,Male,175.9,61.8,66.99,69.22,2.96,33,Fit,Single,Quetta,Intermediate,82,62,IT & Cyber,Not Eligible
PN-12521,18,Male,156.8,71.9,96.37,78.77,3.57,83,Fit,Single,Karachi,Intermediate,56,58,Combat,Eligible
PN-15643,23,Male,171.4,53.2,49.98,56.84,0.0,74,Fit,Single,Islamabad,Beginner,55,69,IT & Cyber,Not Eligible
PN-16355,18,Male,176.6,83.6,75.18,77.0,3.2,50,Fit,Single,Islamabad,Intermediate,79,77,Combat,Eligible
PN-17548,16,Male,168.0,77.5,60.82,40.84,1.67,57,Unfit,Married,Karachi,Beginner,55,55,Logistics,Not Eligible
PN-16600,20,Male,179.4,58.2,80.16,76.44,2.24,62,Fit,Single,Faisalabad,Beginner,54,53,Medical Corps,Eligible
PN-10449,22,Female,155.0,58.7,86.45,89.18,3.82,88,Fit,Single,Lahore,Beginner,51,49,IT & Cyber,Eligible
PN-17878,24,Male,164.6,66.6,72.6,78.01,2.74,52,Fit,Married,Karachi,Beginner,52,45,Combat,Eligible
PN-11285,30,Male,174.7,67.5,60.19,67.75,2.25,65,Fit,Single,Lahore,Beginner,80,66,Marine Engineering,Not Eligible
PN-13728,17,Male,170.2,74.9,84.02,80.54,2.38,62,Fit,Single,Karachi,Advanced,49,48,Marine Engineering,Eligible
PN-10362,20,Male,182.7,60.9,94.22,78.33,0.0,100,Fit,Single,Peshawar,Intermediate,26,30,Marine Engineering,Eligible
PN-15231,24,Male,163.9,73.7,72.3,75.59,0.0,22,Fit,Single,Lahore,Intermediate,41,60,Naval Aviation,Not Eligible
PN-17064,25,Female,164.2,54.4,68.25,74.44,0.0,51,Fit,Single,Islamabad,Beginner,78,60,Logistics,Eligible
PN-16988,18,Male,176.6,64.8,92.53,57.4,2.14,67,Fit,Single,Rawalpindi,Advanced,78,84,Combat,Eligible
PN-15150,17,Male,171.5,55.3,82.55,64.86,0.0,81,Fit,Single,Islamabad,Advanced,52,53,IT & Cyber,Eligible
PN-12461,25,Female,159.7,51.7,59.95,56.62,0.0,33,Unfit,Single,Karachi,Advanced,58,49,Combat,Not Eligible
PN-10023,24,Male,173.8,55.5,49.43,72.75,3.12,80,Unfit,Married,Karachi,Beginner,72,64,Combat,Not Eligible
PN-12067,23,Male,160.7,73.6,95.25,100.0,0.0,67,Fit,Married,Islamabad,Intermediate,64,72,Marine Engineering,Eligible
PN-11654,18,Female,163.8,65.1,77.01,90.46,0.0,71,Fit,Single,Karachi,Intermediate,84,73,Combat,Eligible
PN-10703,22,Male,163.0,62.0,39.86,46.91,0.0,63,Fit,Single,Peshawar,Beginner,54,56,Marine Engineering,Not Eligible
PN-16357,20,Male,176.0,69.8,56.26,59.22,1.64,64,Fit,Single,Multan,Advanced,70,62,Combat,Eligible
PN-12744,17,Male,162.3,76.0,69.54,68.71,2.74,72,Fit,Single,Karachi,Beginner,51,49,Marine Engineering,Eligible
PN-11377,18,Male,175.5,57.2,63.93,60.81,0.0,94,Fit,Single,Gujranwala,Intermediate,51,47,Combat,Eligible
PN-17127,30,Male,172.5,84.3,60.15,73.87,3.15,35,Fit,Single,Lahore,Advanced,52,51,Combat,Not Eligible
PN-12469,18,Male,189.0,74.4,48.15,48.18,0.0,67,Fit,Married,Karachi,Intermediate,67,64,Naval Aviation,Not Eligible
PN-13755,22,Male,181.3,65.1,57.23,70.61,0.0,97,Fit,Married,Rawalpindi,Intermediate,61,54,Marine Engineering,Eligible
PN-12326,25,Male,173.0,83.7,61.59,66.94,2.77,42,Fit,Married,Quetta,Beginner,66,63,Naval Aviation,Not Eligible
PN-10461,22,Male,178.2,67.6,54.91,65.64,3.0,97,Fit,Single,Rawalpindi,Beginner,68,57,Marine Engineering,Eligible
PN-15164,23,Female,157.2,42.9,78.51,65.48,2.63,100,Unfit,Single,Rawalpindi,Intermediate,57,55,Combat,Not Eligible
PN-14184,19,Male,176.9,81.9,42.79,47.33,1.5,54,Fit,Married,Peshawar,Intermediate,47,69,IT & Cyber,Not Eligible
PN-17199,19,Female,161.4,43.2,63.89,58.85,0.0,83,Unfit,Single,Peshawar,Beginner,82,77,IT & Cyber,Not Eligible
PN-14083,17,Male,176.6,60.8,52.68,65.02,0.0,42,Fit,Single,Lahore,Beginner,31,46,Combat,Not Eligible
PN-11487,25,Male,171.0,66.4,45.84,53.03,1.87,67,Unfit,Single,Karachi,Intermediate,84,74,IT & Cyber,Not Eligible
PN-13679,24,Female,159.9,63.6,69.05,68.64,2.74,49,Fit,Married,Lahore,Advanced,89,68,Logistics,Not Eligible
PN-10283,28,Female,154.7,50.6,73.71,64.63,0.0,44,Fit,Single,Quetta,Intermediate,65,81,Marine Engineering,Not Eligible
PN-14559,23,Male,157.9,52.4,50.68,54.36,1.58,85,Fit,Single,Lahore,Intermediate,52,56,Combat,Eligible
PN-14309,23,Male,181.1,71.9,70.52,62.36,0.0,35,Unfit,Single,Islamabad,Intermediate,63,68,Marine Engineering,Not Eligible
PN-14866,19,Male,163.8,72.8,44.89,48.63,0.0,85,Fit,Single,Quetta,Beginner,72,60,Naval Aviation,Not Eligible
PN-13538,16,Female,149.1,66.8,65.08,71.21,0.0,37,Fit,Single,Lahore,Advanced,71,68,Combat,Not Eligible
PN-16174,20,Male,173.3,69.8,62.52,83.93,0.0,70,Fit,Married,Lahore,Advanced,81,72,Naval Aviation,Eligible
PN-12582,23,Female,148.6,51.2,75.77,70.12,0.0,59,Fit,Single,Lahore,Advanced,63,51,Naval Aviation,Eligible
PN-11369,16,Male,166.0,64.2,40.91,60.53,0.0,45,Fit,Single,Gujranwala,Intermediate,60,55,IT & Cyber,Not Eligible
PN-17902,16,Male,175.2,99.3,82.51,84.72,0.0,50,Unfit,Single,Lahore,Advanced,57,59,Medical Corps,Not Eligible
PN-16224,25,Male,175.3,64.0,54.48,58.11,0.0,30,Unfit,Single,Peshawar,Intermediate,63,40,IT & Cyber,Not Eligible
PN-10598,22,Female,161.4,42.0,84.77,84.17,3.45,66,Fit,Single,Karachi,Intermediate,73,64,Marine Engineering,Eligible
PN-14352,31,Male,164.4,56.0,75.95,69.12,0.0,54,Unfit,Married,Lahore,Beginner,68,63,Marine Engineering,Not Eligible
PN-17122,25,Male,171.7,74.1,65.9,54.88,2.41,68,Unfit,Married,Multan,Intermediate,36,48,IT & Cyber,Not Eligible
PN-14759,21,Female,158.5,48.4,75.72,75.08,3.09,59,Unfit,Married,Lahore,Intermediate,38,59,IT & Cyber,Not Eligible
PN-10647,24,Female,158.0,58.4,59.56,59.87,0.0,47,Fit,Single,Lahore,Beginner,71,65,Logistics,Not Eligible
PN-18239,19,Male,168.4,63.1,33.0,63.4,0.0,87,Fit,Single,Karachi,Intermediate,42,42,Logistics,Not Eligible
PN-16665,22,Male,169.1,71.8,64.65,82.89,3.25,95,Fit,Single,Peshawar,Beginner,29,37,Marine Engineering,Eligible
PN-13469,23,Male,175.4,70.2,100.0,77.61,3.18,58,Fit,Single,Karachi,Intermediate,45,61,IT & Cyber,Eligible
PN-15612,24,Female,161.5,53.7,75.74,99.36,0.0,60,Fit,Married,Rawalpindi,Intermediate,54,48,Medical Corps,Eligible
PN-12991,24,Male,178.0,90.5,65.63,69.74,0.0,81,Fit,Single,Hyderabad,Intermediate,58,38,Marine Engineering,Eligible
PN-17799,21,Male,161.3,71.7,53.86,48.5,1.78,69,Fit,Single,Lahore,Intermediate,70,66,IT & Cyber,Not Eligible
PN-14876,17,Female,150.0,58.7,75.32,61.38,2.02,70,Fit,Married,Karachi,Intermediate,47,53,Logistics,Eligible
PN-12545,20,Female,160.5,58.0,75.61,45.06,0.0,58,Fit,Single,Islamabad,Advanced,83,85,IT & Cyber,Not Eligible
PN-16528,18,Male,174.2,69.6,59.31,48.22,0.0,78,Fit,Single,Islamabad,Intermediate,82,68,Marine Engineering,Not Eligible
PN-15342,27,Female,152.3,74.2,45.62,52.6,0.0,54,Unfit,Single,Gujranwala,Intermediate,66,61,Logistics,Not Eligible
PN-16435,19,Male,172.1,70.1,61.66,55.12,0.0,61,Fit,Single,Karachi,Intermediate,73,42,Combat,Not Eligible
PN-14067,16,Male,171.8,69.0,63.02,57.99,2.0,96,Fit,Single,Lahore,Intermediate,60,53,Logistics,Eligible
PN-13989,17,Male,180.1,53.7,70.74,82.14,3.39,72,Fit,Married,Karachi,Beginner,64,58,IT & Cyber,Eligible
PN-12161,19,Female,151.7,56.4,73.4,62.78,2.55,80,Fit,Single,Multan,Intermediate,69,57,Marine Engineering,Eligible
PN-10686,19,Male,177.4,73.4,72.1,64.08,0.0,71,Fit,Single,Karachi,Intermediate,71,67,Marine Engineering,Eligible
